Product Type,Product Weight (kg),Purpose,Vehicle Type,maxWeightCapacity
Milk,4314,perishable goods,Medium Refrigerated Truck,5148
Chickens,5524,livestock,Large Livestock Truck,6079
Fresh Vegetables,5234,perishable goods,Large Refrigerated Truck,5709
Cows,1058,livestock,Small Livestock Truck,1164
Goats,148,livestock,Small Livestock Truck,636
Cows,225,livestock,Small Livestock Truck,1530
Chickens,3840,livestock,Large Livestock Truck,4981
Corn,6936,crops,Dropside Truck,8256
Milk,8136,perishable goods,Large Refrigerated Truck,8681
Goats,9300,livestock,10 wheeler Livestock Truck,10103
Corn,10835,crops,10 Wheeler Cargo Truck,11881
Cows,5854,livestock,Large Livestock Truck,6523
Pigs,7331,livestock,10 wheeler Livestock Truck,8934
Milk,7416,perishable goods,Large Refrigerated Truck,8261
Leafy Greens,8218,perishable goods,Large Refrigerated Truck,8388
Cows,7450,livestock,10 wheeler Livestock Truck,9012
Frozen Fish,5759,perishable goods,Large Refrigerated Truck,7501
Goats,3056,livestock,Large Livestock Truck,4603
Frozen Fish,9006,perishable goods,10 wheeler Reefer Truck,9800
Vegetables,5487,crops,Dropside Truck,5738
Frozen Fish,11624,perishable goods,10 wheeler Reefer Truck,12910
Pigs,6275,livestock,Large Livestock Truck,7982
Corn,13756,crops,10 Wheeler Dump Truck,14589
Leafy Greens,11707,perishable goods,10 wheeler Reefer Truck,12226
Frozen Fish,2588,perishable goods,Small Refrigerated Truck,2932
Eggs,5219,perishable goods,Large Refrigerated Truck,6241
Corn,1616,crops,Elf Truck,2177
Goats,3835,livestock,Large Livestock Truck,4910
Eggs,3096,perishable goods,Medium Refrigerated Truck,3814
Goats,3234,livestock,Large Livestock Truck,4311
Vegetables,6169,crops,Dropside Truck,7100
Goats,3668,livestock,Large Livestock Truck,4578
Vegetables,1685,crops,Large Delivery Van,2923
Goats,7758,livestock,10 wheeler Livestock Truck,8070
Frozen Fish,416,perishable goods,Small Refrigerated Van,556
Frozen Fish,227,perishable goods,Small Refrigerated Van,1037
Cows,6380,livestock,Large Livestock Truck,7305
Frozen Fish,7699,perishable goods,Large Refrigerated Truck,7876
Vegetables,1944,crops,Large Delivery Van,2055
Goats,8927,livestock,10 wheeler Livestock Truck,10458
Eggs,11789,perishable goods,10 wheeler Reefer Truck,12674
Frozen Fish,5934,perishable goods,Large Refrigerated Truck,6097
Frozen Fish,10327,perishable goods,10 wheeler Reefer Truck,11051
Chickens,11999,livestock,10 wheeler Livestock Truck,12516
Leafy Greens,1586,perishable goods,Small Refrigerated Truck,3366
Rice,12956,crops,10 Wheeler Dump Truck,14435
Vegetables,504,crops,Small Multicab,1559
Frozen Fish,7723,perishable goods,Large Refrigerated Truck,8335
Meat,2190,perishable goods,Small Refrigerated Truck,2427
Milk,11420,perishable goods,10 wheeler Reefer Truck,13349
Rice,9242,crops,10 Wheeler Cargo Truck,9378
Vegetables,8137,crops,Dropside Truck,8553
Vegetables,5400,crops,Dropside Truck,5980
Goats,11128,livestock,10 wheeler Livestock Truck,13037
Leafy Greens,10946,perishable goods,10 wheeler Reefer Truck,11613
Leafy Greens,3713,perishable goods,Medium Refrigerated Truck,4670
Fruits,9754,crops,10 Wheeler Cargo Truck,11700
Fruits,2216,crops,Large Pickup Truck,3921
Frozen Fish,4567,perishable goods,Medium Refrigerated Truck,6497
Fresh Vegetables,5976,perishable goods,Large Refrigerated Truck,6244
Eggs,942,perishable goods,Medium Refrigerated Van,1776
Rice,9926,crops,10 Wheeler Cargo Truck,10602
Eggs,7273,perishable goods,Large Refrigerated Truck,8325
Vegetables,13154,crops,10 Wheeler Dump Truck,14504
Milk,3876,perishable goods,Medium Refrigerated Truck,4808
Fruits,2557,crops,Elf Truck,2755
Goats,7729,livestock,10 wheeler Livestock Truck,9021
Rice,104,crops,Motorcyle with Box,1337
Fruits,8608,crops,Dropside Truck,10098
Fresh Vegetables,6667,perishable goods,Large Refrigerated Truck,7664
Fresh Vegetables,504,perishable goods,Small Refrigerated Van,990
Frozen Fish,11325,perishable goods,10 wheeler Reefer Truck,12759
Frozen Fish,2943,perishable goods,Small Refrigerated Truck,4682
Meat,3098,perishable goods,Medium Refrigerated Truck,5071
Fresh Vegetables,7910,perishable goods,Large Refrigerated Truck,9185
Chickens,10934,livestock,10 wheeler Livestock Truck,11667
Pigs,2136,livestock,Medium Livestock Truck,4084
Corn,1639,crops,Large Delivery Van,3352
Fruits,4340,crops,Heavy Duty Pickup Truck,4670
Cows,2382,livestock,Medium Livestock Truck,4066
Corn,359,crops,Tricycle,902
Eggs,4916,perishable goods,Medium Refrigerated Truck,5426
Pigs,6122,livestock,Large Livestock Truck,7813
Pigs,9243,livestock,10 wheeler Livestock Truck,11237
Fresh Vegetables,4612,perishable goods,Medium Refrigerated Truck,5852
Leafy Greens,4303,perishable goods,Medium Refrigerated Truck,4468
Frozen Fish,1356,perishable goods,Large Refrigerated Van,2875
Milk,180,perishable goods,Small Refrigerated Van,739
Vegetables,710,crops,Small Delivery Van,837
Eggs,3964,perishable goods,Medium Refrigerated Truck,5532
Chickens,9505,livestock,10 wheeler Livestock Truck,9637
Frozen Fish,624,perishable goods,Small Refrigerated Van,1210
Cows,11642,livestock,10 wheeler Livestock Truck,11843
Frozen Fish,2990,perishable goods,Small Refrigerated Truck,3699
Rice,8288,crops,10 Wheeler Cargo Truck,10144
Eggs,8870,perishable goods,Large Refrigerated Truck,10537
Milk,235,perishable goods,Small Refrigerated Van,544
Cows,11664,livestock,10 wheeler Livestock Truck,12483
Cows,8150,livestock,10 wheeler Livestock Truck,10125
Goats,6999,livestock,Large Livestock Truck,8460
Frozen Fish,1759,perishable goods,Small Refrigerated Truck,2693
Cows,2968,livestock,Medium Livestock Truck,3824
Pigs,6092,livestock,Large Livestock Truck,7380
Pigs,8947,livestock,10 wheeler Livestock Truck,10902
Vegetables,11581,crops,10 Wheeler Cargo Truck,12785
Frozen Fish,4359,perishable goods,Medium Refrigerated Truck,4631
Frozen Fish,5532,perishable goods,Large Refrigerated Truck,6430
Goats,9251,livestock,10 wheeler Livestock Truck,10832
Pigs,2475,livestock,Medium Livestock Truck,4254
Leafy Greens,4506,perishable goods,Medium Refrigerated Truck,4758
Milk,3894,perishable goods,Medium Refrigerated Truck,5710
Chickens,4096,livestock,Large Livestock Truck,5866
Fresh Vegetables,1277,perishable goods,Large Refrigerated Van,1839
Fresh Vegetables,10255,perishable goods,10 wheeler Reefer Truck,10759
Milk,2720,perishable goods,Small Refrigerated Truck,3565
Rice,12700,crops,10 Wheeler Dump Truck,13466
Cows,7261,livestock,10 wheeler Livestock Truck,7608
Milk,9754,perishable goods,10 wheeler Reefer Truck,11155
Cows,10592,livestock,10 wheeler Livestock Truck,11621
Goats,5472,livestock,Large Livestock Truck,5635
Frozen Fish,6601,perishable goods,Large Refrigerated Truck,7352
Cows,9163,livestock,10 wheeler Livestock Truck,10930
Milk,1194,perishable goods,Medium Refrigerated Van,2086
Pigs,11815,livestock,10 wheeler Livestock Truck,13015
Meat,2682,perishable goods,Small Refrigerated Truck,2829
Goats,8360,livestock,10 wheeler Livestock Truck,10333
Chickens,9618,livestock,10 wheeler Livestock Truck,11116
Fresh Vegetables,10674,perishable goods,10 wheeler Reefer Truck,10852
Fresh Vegetables,8534,perishable goods,Large Refrigerated Truck,9894
Rice,1964,crops,Large Delivery Van,2119
Milk,3844,perishable goods,Medium Refrigerated Truck,4804
Corn,515,crops,Small Delivery Van,743
Vegetables,2578,crops,Large Pickup Truck,3631
Fresh Vegetables,119,perishable goods,Small Refrigerated Van,1643
Eggs,5119,perishable goods,Large Refrigerated Truck,6589
Frozen Fish,5727,perishable goods,Large Refrigerated Truck,6403
Cows,6334,livestock,Large Livestock Truck,6825
Chickens,10177,livestock,10 wheeler Livestock Truck,10834
Eggs,7493,perishable goods,Large Refrigerated Truck,9139
Cows,3051,livestock,Large Livestock Truck,4133
Fresh Vegetables,6603,perishable goods,Large Refrigerated Truck,7257
Frozen Fish,607,perishable goods,Small Refrigerated Van,1878
Frozen Fish,6160,perishable goods,Large Refrigerated Truck,7688
Fruits,11197,crops,10 Wheeler Cargo Truck,12642
Corn,8773,crops,Dropside Truck,9164
Vegetables,12199,crops,10 Wheeler Dump Truck,13346
Chickens,4547,livestock,Large Livestock Truck,5561
Cows,9409,livestock,10 wheeler Livestock Truck,10476
Fruits,13474,crops,10 Wheeler Dump Truck,14435
Pigs,3651,livestock,Large Livestock Truck,4862
Vegetables,5895,crops,Dropside Truck,6830
Cows,4127,livestock,Large Livestock Truck,4384
Rice,10292,crops,10 Wheeler Cargo Truck,10403
Leafy Greens,7177,perishable goods,Large Refrigerated Truck,9009
Cows,11961,livestock,10 wheeler Livestock Truck,12593
Chickens,5596,livestock,Large Livestock Truck,6333
Cows,4561,livestock,Large Livestock Truck,6315
Eggs,6052,perishable goods,Large Refrigerated Truck,6413
Fruits,14318,crops,10 Wheeler Dump Truck,16306
Fruits,9839,crops,10 Wheeler Cargo Truck,10229
Frozen Fish,9864,perishable goods,10 wheeler Reefer Truck,11536
Meat,3239,perishable goods,Medium Refrigerated Truck,3675
Frozen Fish,1622,perishable goods,Small Refrigerated Truck,1935
Frozen Fish,4410,perishable goods,Medium Refrigerated Truck,5003
Pigs,4075,livestock,Large Livestock Truck,6035
Vegetables,1719,crops,Large Delivery Van,3192
Eggs,5194,perishable goods,Large Refrigerated Truck,6672
Pigs,8945,livestock,10 wheeler Livestock Truck,10489
Pigs,8969,livestock,10 wheeler Livestock Truck,9086
Chickens,10389,livestock,10 wheeler Livestock Truck,10749
Pigs,1346,livestock,Small Livestock Truck,3262
Pigs,4289,livestock,Large Livestock Truck,5449
Pigs,7380,livestock,10 wheeler Livestock Truck,9137
Meat,6162,perishable goods,Large Refrigerated Truck,8072
Corn,13353,crops,10 Wheeler Dump Truck,14852
Pigs,7828,livestock,10 wheeler Livestock Truck,9803
Eggs,10092,perishable goods,10 wheeler Reefer Truck,11032
Frozen Fish,10884,perishable goods,10 wheeler Reefer Truck,11498
Fruits,11974,crops,10 Wheeler Cargo Truck,13566
Rice,5809,crops,Dropside Truck,6529
Pigs,6311,livestock,Large Livestock Truck,8152
Eggs,11002,perishable goods,10 wheeler Reefer Truck,12448
Frozen Fish,8819,perishable goods,Large Refrigerated Truck,10155
Fresh Vegetables,3622,perishable goods,Medium Refrigerated Truck,5244
Eggs,11404,perishable goods,10 wheeler Reefer Truck,11796
Frozen Fish,7621,perishable goods,Large Refrigerated Truck,9182
Milk,8890,perishable goods,Large Refrigerated Truck,9236
Milk,2394,perishable goods,Small Refrigerated Truck,3586
Corn,6089,crops,Dropside Truck,7297
Eggs,4949,perishable goods,Medium Refrigerated Truck,5418
Vegetables,9218,crops,10 Wheeler Cargo Truck,9589
Goats,10752,livestock,10 wheeler Livestock Truck,11301
Leafy Greens,1302,perishable goods,Large Refrigerated Van,3118
Rice,12986,crops,10 Wheeler Dump Truck,14025
Cows,3240,livestock,Large Livestock Truck,4470
Pigs,11685,livestock,10 wheeler Livestock Truck,13388
Milk,4877,perishable goods,Medium Refrigerated Truck,6241
Pigs,7570,livestock,10 wheeler Livestock Truck,8823
Chickens,5614,livestock,Large Livestock Truck,7332
Chickens,10171,livestock,10 wheeler Livestock Truck,11137
Milk,9632,perishable goods,10 wheeler Reefer Truck,9973
Chickens,2947,livestock,Medium Livestock Truck,3355
Rice,8550,crops,10 Wheeler Cargo Truck,8688
Chickens,3445,livestock,Large Livestock Truck,5133
Fruits,5461,crops,Dropside Truck,7064
Vegetables,10430,crops,10 Wheeler Cargo Truck,11490
Milk,4362,perishable goods,Medium Refrigerated Truck,5922
Milk,4123,perishable goods,Medium Refrigerated Truck,4398
Fruits,5022,crops,Dropside Truck,6730
Rice,12714,crops,10 Wheeler Dump Truck,14330
Vegetables,1219,crops,Large Delivery Van,3205
Cows,5035,livestock,Large Livestock Truck,5781
Vegetables,11681,crops,10 Wheeler Cargo Truck,11972
Leafy Greens,9155,perishable goods,10 wheeler Reefer Truck,9849
Pigs,924,livestock,Small Livestock Truck,1961
Meat,7772,perishable goods,Large Refrigerated Truck,9765
Vegetables,6232,crops,Dropside Truck,6559
Pigs,38,livestock,Small Livestock Truck,589
Pigs,8152,livestock,10 wheeler Livestock Truck,9337
Fresh Vegetables,11024,perishable goods,10 wheeler Reefer Truck,11482
Meat,8303,perishable goods,Large Refrigerated Truck,8604
Fresh Vegetables,10370,perishable goods,10 wheeler Reefer Truck,11237
Frozen Fish,4014,perishable goods,Medium Refrigerated Truck,5174
Milk,1747,perishable goods,Small Refrigerated Truck,2232
Leafy Greens,5864,perishable goods,Large Refrigerated Truck,6981
Leafy Greens,5489,perishable goods,Large Refrigerated Truck,6768
Vegetables,1828,crops,Large Delivery Van,3150
Leafy Greens,5081,perishable goods,Large Refrigerated Truck,6224
Fruits,10383,crops,10 Wheeler Cargo Truck,10876
Meat,10069,perishable goods,10 wheeler Reefer Truck,11090
Eggs,8661,perishable goods,Large Refrigerated Truck,10419
Meat,9903,perishable goods,10 wheeler Reefer Truck,10443
Frozen Fish,8231,perishable goods,Large Refrigerated Truck,9256
Vegetables,11793,crops,10 Wheeler Dump Truck,12974
Meat,305,perishable goods,Small Refrigerated Van,1328
Cows,5457,livestock,Large Livestock Truck,6976
Chickens,1751,livestock,Medium Livestock Truck,2967
Milk,11012,perishable goods,10 wheeler Reefer Truck,11260
Frozen Fish,11060,perishable goods,10 wheeler Reefer Truck,12921
Meat,78,perishable goods,Small Refrigerated Van,1218
Frozen Fish,9706,perishable goods,10 wheeler Reefer Truck,11091
Rice,11246,crops,10 Wheeler Cargo Truck,11597
Chickens,7100,livestock,10 wheeler Livestock Truck,8283
Fresh Vegetables,5639,perishable goods,Large Refrigerated Truck,5848
Milk,4720,perishable goods,Medium Refrigerated Truck,6009
Milk,917,perishable goods,Medium Refrigerated Van,1782
Cows,1673,livestock,Medium Livestock Truck,2355
Cows,3709,livestock,Large Livestock Truck,4732
Fruits,6340,crops,Dropside Truck,7306
Rice,13931,crops,10 Wheeler Dump Truck,15833
Frozen Fish,9879,perishable goods,10 wheeler Reefer Truck,11185
Goats,4328,livestock,Large Livestock Truck,5267
Rice,9415,crops,10 Wheeler Cargo Truck,9854
Leafy Greens,4427,perishable goods,Medium Refrigerated Truck,4692
Vegetables,624,crops,Small Delivery Van,2464
Milk,6592,perishable goods,Large Refrigerated Truck,7552
Rice,7581,crops,Dropside Truck,8909
Chickens,4353,livestock,Large Livestock Truck,4620
Fruits,11919,crops,10 Wheeler Dump Truck,13803
Corn,6505,crops,Dropside Truck,7983
Vegetables,5236,crops,Dropside Truck,6029
Leafy Greens,3491,perishable goods,Medium Refrigerated Truck,4029
Goats,11195,livestock,10 wheeler Livestock Truck,11852
Eggs,3939,perishable goods,Medium Refrigerated Truck,5273
Vegetables,10899,crops,10 Wheeler Cargo Truck,11692
Corn,3277,crops,Large Pickup Truck,3949
Fruits,12130,crops,10 Wheeler Dump Truck,13465
Goats,10004,livestock,10 wheeler Livestock Truck,11226
Corn,14691,crops,10 Wheeler Dump Truck,16226
Leafy Greens,11275,perishable goods,10 wheeler Reefer Truck,12413
Chickens,7408,livestock,10 wheeler Livestock Truck,8105
Fruits,1279,crops,Large Delivery Van,2115
Leafy Greens,3,perishable goods,Small Refrigerated Van,254
Meat,6751,perishable goods,Large Refrigerated Truck,7587
Pigs,10985,livestock,10 wheeler Livestock Truck,12693
Fruits,9988,crops,10 Wheeler Cargo Truck,10984
Meat,3985,perishable goods,Medium Refrigerated Truck,5055
Pigs,5690,livestock,Large Livestock Truck,6657
Frozen Fish,8584,perishable goods,Large Refrigerated Truck,9212
Chickens,2214,livestock,Medium Livestock Truck,3416
Cows,1223,livestock,Small Livestock Truck,3010
Meat,5970,perishable goods,Large Refrigerated Truck,6922
Fruits,7441,crops,Dropside Truck,7751
Rice,2851,crops,Large Pickup Truck,4149
Meat,4300,perishable goods,Medium Refrigerated Truck,5225
Leafy Greens,1455,perishable goods,Large Refrigerated Van,2576
Cows,5414,livestock,Large Livestock Truck,6543
Pigs,4654,livestock,Large Livestock Truck,4804
Leafy Greens,1953,perishable goods,Small Refrigerated Truck,3799
Leafy Greens,527,perishable goods,Small Refrigerated Van,631
Goats,3318,livestock,Large Livestock Truck,4103
Goats,6929,livestock,Large Livestock Truck,8163
Fruits,655,crops,Small Multicab,2423
Corn,4864,crops,Dropside Truck,6637
Chickens,678,livestock,Small Livestock Truck,2261
Goats,10963,livestock,10 wheeler Livestock Truck,12814
Chickens,8331,livestock,10 wheeler Livestock Truck,8786
Cows,8480,livestock,10 wheeler Livestock Truck,8945
Fruits,3970,crops,Heavy Duty Pickup Truck,5838
Pigs,10167,livestock,10 wheeler Livestock Truck,12155
Pigs,11039,livestock,10 wheeler Livestock Truck,11685
Fruits,3595,crops,Heavy Duty Pickup Truck,4161
Rice,2633,crops,Large Pickup Truck,3627
Cows,9316,livestock,10 wheeler Livestock Truck,10061
Fresh Vegetables,7675,perishable goods,Large Refrigerated Truck,9671
Vegetables,2294,crops,Large Pickup Truck,4141
Meat,4405,perishable goods,Medium Refrigerated Truck,5511
Rice,3784,crops,Heavy Duty Pickup Truck,4477
Frozen Fish,8447,perishable goods,Large Refrigerated Truck,9192
Chickens,10887,livestock,10 wheeler Livestock Truck,11202
Leafy Greens,3304,perishable goods,Medium Refrigerated Truck,3907
Rice,4473,crops,Dropside Truck,4717
Corn,4741,crops,Dropside Truck,6396
Fruits,6028,crops,Dropside Truck,6181
Frozen Fish,3335,perishable goods,Medium Refrigerated Truck,5096
Goats,10355,livestock,10 wheeler Livestock Truck,11574
Pigs,10598,livestock,10 wheeler Livestock Truck,11741
Milk,1531,perishable goods,Small Refrigerated Truck,2924
Pigs,3068,livestock,Large Livestock Truck,4482
Milk,5550,perishable goods,Large Refrigerated Truck,7128
Milk,8289,perishable goods,Large Refrigerated Truck,9676
Frozen Fish,10275,perishable goods,10 wheeler Reefer Truck,11429
Fruits,9833,crops,10 Wheeler Cargo Truck,11050
Frozen Fish,7988,perishable goods,Large Refrigerated Truck,9143
Fresh Vegetables,10649,perishable goods,10 wheeler Reefer Truck,12203
Corn,7333,crops,Dropside Truck,7562
Meat,10675,perishable goods,10 wheeler Reefer Truck,12371
Cows,847,livestock,Small Livestock Truck,2105
Cows,2196,livestock,Medium Livestock Truck,3016
Corn,6588,crops,Dropside Truck,7132
Meat,5412,perishable goods,Large Refrigerated Truck,6417
Goats,11697,livestock,10 wheeler Livestock Truck,11852
Eggs,7002,perishable goods,Large Refrigerated Truck,8020
Eggs,10303,perishable goods,10 wheeler Reefer Truck,10605
Cows,5518,livestock,Large Livestock Truck,6337
Cows,9672,livestock,10 wheeler Livestock Truck,11519
Rice,7268,crops,Dropside Truck,7718
Meat,6336,perishable goods,Large Refrigerated Truck,6785
Rice,10679,crops,10 Wheeler Cargo Truck,10899
Pigs,11528,livestock,10 wheeler Livestock Truck,11663
Eggs,1954,perishable goods,Small Refrigerated Truck,3804
Rice,492,crops,Tricycle,1930
Fresh Vegetables,11614,perishable goods,10 wheeler Reefer Truck,13135
Milk,3203,perishable goods,Medium Refrigerated Truck,4354
Milk,5634,perishable goods,Large Refrigerated Truck,6857
Pigs,5595,livestock,Large Livestock Truck,7154
